time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
1075.0,0.2827976246838891,-13.450245301809224,-13.870314552801535,13950.000000000002,220000.0,13950.000000000002,0.0,0.0,13949.999999999996,-5.4569682106375694e-12,strategy_none,7.632171645040876e-09,1.802047441334327e-06
1080.0,0.2825215849798952,-13.445024890300589,-13.863994167289686,13712.979818810323,220000.0,13712.979818810323,0.0,0.0,13712.979818810361,3.8198777474462986e-11,strategy_none,7.484044462648794e-09,1.8095314857969758e-06
1085.0,0.28225001644610437,-13.43995960213036,-13.857707424073318,13493.347362831084,220000.0,13493.347362831084,0.0,0.0,13493.347362831097,1.2732925824820995e-11,strategy_none,7.347544599275691e-09,1.8168790303962514e-06
1090.0,0.281982513616058,-13.435033063817325,-13.85145669080064,13293.508971211035,220000.0,13293.508971211035,0.0,0.0,13293.508971211031,-3.637978807091713e-12,strategy_none,7.224025834229159e-09,1.8241030562304805e-06
1095.0,0.28171862678837983,-13.430227782615859,-13.845243955935816,13115.654115187646,220000.0,13115.654115187646,0.0,0.0,13115.654115187666,2.000888343900442e-11,strategy_none,7.114696951998094e-09,1.8312177531824787e-06
1100.0,0.2814578669391274,-13.425525326929742,-13.83907081465585,12961.731409782014,220000.0,12961.731409782014,0.0,0.0,12961.731409782047,3.2741809263825417e-11,strategy_none,7.020616301620684e-09,1.8382383694840994e-06
1105.0,0.2811997110419238,-13.420906501130657,-13.832938458663804,12833.427264364978,220000.0,12833.427264364978,0.0,0.0,12833.42726436502,4.18367562815547e-11,strategy_none,6.942687730943247e-09,1.8451810572150427e-06
1110.0,0.2809436077391108,-13.416351514064011,-13.826847669720866,12732.147406003087,220000.0,12732.147406003087,0.0,0.0,12732.147406003032,-5.4569682106375694e-11,strategy_none,6.881657641665047e-09,1.8520627148567078e-06
1115.0,0.28068898330424397,-13.411840141213059,-13.820798816689821,12659.001478018725,220000.0,12659.001478018725,0.0,0.0,12659.001478018732,7.275957614183426e-12,strategy_none,6.838112929566438e-09,1.8589008277862743e-06
1120.0,0.2804352478338829,-13.407351881102159,-13.814791855886384,12614.790882505662,220000.0,12614.790882505662,0.0,0.0,12614.790882505675,1.2732925824820995e-11,strategy_none,6.812479602960885e-09,1.8657133073892352e-06
1125.0,0.28018180160480055,-13.402866107023115,-13.808826334550908,12600.0,220000.0,12600.0,0.0,0.0,12600.00000000001,9.094947017729282e-12,strategy_none,6.805021908902192e-09,1.8725183292981373e-06
1130.0,0.2799280415314415,-13.398362215542132,-13.802901397278811,12614.79088250566,220000.0,12614.79088250566,0.0,0.0,12614.79088250567,9.094947017729282e-12,strategy_none,6.815841838876115e-09,1.8793341711370134e-06
1135.0,0.27967336765769313,-13.393819773472202,-13.79701579528067,12659.001478018723,220000.0,12659.001478018723,0.0,0.0,12659.001478018747,2.3646862246096134e-11,strategy_none,6.844878931775256e-09,1.8861790500687887e-06
1140.0,0.2794171896167878,-13.389218665066732,-13.79116789837951,12732.147406003085,220000.0,12732.147406003085,0.0,0.0,12732.147406003123,3.8198777474462986e-11,strategy_none,6.8919103403200224e-09,1.8930709604091087e-06
1145.0,0.27915893299343103,-13.384539241101985,-13.785355709689924,12833.427264364977,220000.0,12833.427264364977,0.0,0.0,12833.427264364922,-5.4569682106375694e-11,strategy_none,6.956551176404614e-09,1.9000275115855134e-06
1150.0,0.27889804552304354,-13.379762471272786,-13.77957688295821,12961.73140978201,220000.0,12961.73140978201,0.0,0.0,12961.731409782022,1.0913936421275139e-11,strategy_none,7.038255199850499e-09,1.907065766785364e-06
1155.0,0.27863400306432023,-13.374870100939141,-13.773828742571684,13115.654115187643,220000.0,13115.654115187643,0.0,0.0,13115.654115187654,1.0913936421275139e-11,strategy_none,7.13631596241428e-09,1.914202082747778e-06
1160.0,0.2783663152831487,-13.369844812749012,-13.768108306265875,13293.508971211033,220000.0,13293.508971211033,0.0,0.0,13293.508971211028,-5.4569682106375694e-12,strategy_none,7.2498685631046286e-09,1.9214519513108827e-06
1165.0,0.27809453098829645,-13.36467039304828,-13.762412310568205,13493.347362831088,220000.0,13493.347362831088,0.0,0.0,13493.347362831104,1.6370904631912708e-11,strategy_none,7.377892210105654e-09,1.9288298435209884e-06
1170.0,0.27781824306218,-13.359331902302031,-13.756737239014129,13712.979818810321,220000.0,13712.979818810321,0.0,0.0,13712.979818810329,7.275957614183426e-12,strategy_none,7.519213816807868e-09,1.9363490573377963e-06
1175.0,0.2775370929334693,-13.353815848024666,-13.751079353155387,13949.999999999998,220000.0,13949.999999999998,0.0,0.0,13950.0,1.8189894035458565e-12,strategy_none,7.672512882322691e-09,1.944021570220119e-06
1180.0,0.2772507745422637,-13.348110357985858,-13.745434726349592,14201.811063695339,220000.0,14201.811063695339,0.0,0.0,14201.811063695328,-1.0913936421275139e-11,strategy_none,7.836327918071468e-09,1.9518578981381903e-06
1185.0,0.2769590377530997,-13.34220535076203,-13.739799280275884,14465.654115187634,220000.0,14465.654115187634,0.0,0.0,14465.654115187639,5.4569682106375694e-12,strategy_none,8.009064679430883e-09,1.9598669628176213e-06
1190.0,0.27666169117610734,-13.33609270007591,-13.734168824064046,14738.638434792043,220000.0,14738.638434792043,0.0,0.0,14738.638434792065,2.1827872842550278e-11,strategy_none,8.189006443211222e-09,1.9680559692608325e-06
1195.0,0.2763586043622126,-13.329766388844828,-13.728539095855744,15017.77314917733,220000.0,15017.77314917733,0.0,0.0,15017.773149177307,-2.3646862246096134e-11,strategy_none,8.37432653680967e-09,1.976430295797642e-06
1200.0,0.27604970934436174,-13.323222648473736,-13.72290580653895,15299.999999999998,220000.0,15299.999999999998,0.0,0.0,15299.999999999985,-1.2732925824820995e-11,strategy_none,8.563103272905463e-09,1.9849933990705476e-06
1205.0,0.27573500150329194,-13.31646007870837,-13.71726468531297,15582.226850822653,220000.0,15582.226850822653,0.0,0.0,15582.226850822628,-2.546585164964199e-11,strategy_none,8.753337375214895e-09,1.9937467364457623e-06
1210.0,0.2754145397433478,-13.309479743328257,-13.7116115266553,15861.36156520795,220000.0,15861.36156520795,0.0,0.0,15861.361565207993,4.3655745685100555e-11,strategy_none,8.94297189781962e-09,2.002689708343582e-06
1215.0,0.27508844597118925,-13.302285237121888,-13.7059422381765,16134.345884812352,220000.0,16134.345884812352,0.0,0.0,16134.345884812356,3.637978807091713e-12,strategy_none,9.129914545676009e-09,2.0118196228892577e-06
1220.0,0.27475690387788676,-13.294882719952227,-13.700252888769292,16398.188936304665,220000.0,16398.188936304665,0.0,0.0,16398.18893630465,-1.4551915228366852e-11,strategy_none,9.312062200854445e-09,2.021131685090112e-06
1225.0,0.2744201570327722,-13.287280914286004,-13.694539756387323,16649.999999999996,220000.0,16649.999999999996,0.0,0.0,16649.999999999964,-3.2741809263825417e-11,strategy_none,9.48732735238118e-09,2.0306190124424934e-06
