time_s,soc,battery_core_temp_c,battery_surface_temp_c,requested_traction_power_w,available_traction_power_w,actual_traction_power_w,preconditioning_thermal_power_w,preconditioning_aux_power_w,battery_terminal_power_w,power_closure_residual_w,preconditioning_reason,incremental_aging_damage,cumulative_route_aging_damage
335.0,0.3795022195311904,45.385748148388636,44.85591672040347,17106.652637168914,220000.0,17106.652637168914,0.0,0.0,17106.65263716879,-1.2369127944111824e-10,strategy_none,7.307653073713451e-08,4.3766526473673106e-06
340.0,0.3791628693791722,45.39155110278672,44.85756823921506,17306.49102878896,220000.0,17306.49102878896,0.0,0.0,17306.491028788878,-8.36735125631094e-11,strategy_none,7.410717112325263e-08,4.450759818490563e-06
345.0,0.37881998953833995,45.397435678658894,44.85929974446689,17484.34588481236,220000.0,17484.34588481236,0.0,0.0,17484.345884812356,-3.637978807091713e-12,strategy_none,7.503062154187787e-08,4.5257904400324405e-06
350.0,0.3784740512135987,45.40338843622979,44.86111112151618,17638.268590217984,220000.0,17638.268590217984,0.0,0.0,17638.268590217936,-4.729372449219227e-11,strategy_none,7.58355583305804e-08,4.601625998363021e-06
355.0,0.3781255591601188,45.40939492032405,44.86300198942871,17766.57273563502,220000.0,17766.57273563502,0.0,0.0,17766.572735635098,7.639755494892597e-11,strategy_none,7.651202511098133e-08,4.678138023474003e-06
360.0,0.37777504614141105,45.41543983556229,44.864971686487145,17867.852593996915,220000.0,17867.852593996915,0.0,0.0,17867.852593997,8.36735125631094e-11,strategy_none,7.705159810124004e-08,4.755189621575243e-06
365.0,0.37742306707333695,45.42150723492779,44.86701925951986,17940.998521981273,220000.0,17940.998521981273,0.0,0.0,17940.998521981204,-6.912159733474255e-11,strategy_none,7.744752909966406e-08,4.832637150674907e-06
370.0,0.37707019291913046,45.42758071888241,44.869143457234166,17985.209117494338,220000.0,17985.209117494338,0.0,0.0,17985.209117494254,-8.36735125631094e-11,strategy_none,7.769486218054309e-08,4.91033201285545e-06
375.0,0.37671700440349015,45.43364364193968,44.87134272767749,18000.0,220000.0,18000.0,0.0,0.0,17999.99999999993,-6.912159733474255e-11,strategy_none,7.779052079530884e-08,4.9881225336507585e-06
380.0,0.37636408561598883,45.43967932340675,44.87361521988543,17985.209117494338,220000.0,17985.209117494338,0.0,0.0,17985.209117494425,8.731149137020111e-11,strategy_none,7.773336276457368e-08,5.065855896415333e-06
385.0,0.3760120175754023,45.44567125889225,44.8759587897087,17940.998521981273,220000.0,17940.998521981273,0.0,0.0,17940.99852198139,1.1641532182693481e-10,strategy_none,7.752420154736769e-08,5.1433800979627e-06
390.0,0.3756613718270632,45.45160332914848,44.87837100974291,17867.852593996915,220000.0,17867.852593996915,0.0,0.0,17867.85259399688,-3.637978807091713e-11,strategy_none,7.716579314525107e-08,5.220545891107951e-06
395.0,0.3753127041449869,45.45746000287473,44.88084918321833,17766.57273563502,220000.0,17766.57273563502,0.0,0.0,17766.572735635113,9.094947017729282e-11,strategy_none,7.666278899910566e-08,5.2972086801070565e-06
400.0,0.37496654840930377,45.463226530252165,44.88339036164237,17638.268590217984,220000.0,17638.268590217984,0.0,0.0,17638.268590217893,-9.094947017729282e-11,strategy_none,7.602165622210785e-08,5.373230336329164e-06
405.0,0.37462341072747624,45.46888912420468,44.88599136592733,17484.34588481236,220000.0,17484.34588481236,0.0,0.0,17484.345884812323,-3.637978807091713e-11,strategy_none,7.525056744099057e-08,5.448480903770155e-06
410.0,0.3742837638649145,45.47443512667577,44.88864881068196,17306.49102878897,220000.0,17306.49102878897,0.0,0.0,17306.49102878895,-1.8189894035458565e-11,strategy_none,7.435926334943463e-08,5.52284016711959e-06
415.0,0.3739480420469667,45.479853157568975,44.891359131297946,17106.652637168918,220000.0,17106.652637168918,0.0,0.0,17106.652637168834,-8.36735125631094e-11,strategy_none,7.335889177789247e-08,5.596199058897482e-06
420.0,0.3736166361899037,45.4851332444059,44.89411861342361,16887.020181189677,220000.0,16887.020181189677,0.0,0.0,16887.020181189764,8.731149137020111e-11,strategy_none,7.226182762534708e-08,5.668460886522829e-06
425.0,0.3732898896135036,45.490266931197155,44.89692342438695,16650.000000000004,220000.0,16650.000000000004,0.0,0.0,16649.99999999996,-4.3655745685100555e-11,strategy_none,7.10814783612024e-08,5.739542364884032e-06
430.0,0.37296809428223443,45.49524736548231,44.89976964610981,16398.18893630466,220000.0,16398.18893630466,0.0,0.0,16398.18893630458,-8.003553375601768e-11,strategy_none,6.983207997943519e-08,5.809374444863467e-06
435.0,0.3726514876159167,45.500069362960446,44.9026533090439,16134.34588481236,220000.0,16134.34588481236,0.0,0.0,16134.345884812295,-6.366462912410498e-11,strategy_none,6.852848827160847e-08,5.877902933135075e-06
440.0,0.3723402499041957,45.50472944958737,44.9055704266582,15861.36156520795,220000.0,15861.36156520795,0.0,0.0,15861.361565207873,-7.639755494892597e-11,strategy_none,6.71859700894188e-08,5.9450889032244935e-06
